Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
RCBTB1	573.6928997	-0.399228715	0.104364085	-3.825345815	0.000130589	0.001621612	chr13	49531946	49585583	ENSG00000136144	protein_coding	RCBTB1	ENSG00000136144	protein_coding
EPN3	1571.357133	-0.334739409	0.087532948	-3.824153259	0.000131222	0.001624053	chr17	50532543	50543750	ENSG00000049283	protein_coding	EPN3	ENSG00000049283	protein_coding
POLQ	1910.967347	-0.284017623	0.074265631	-3.824348049	0.000131119	0.001624053	chr3	121431427	121546641	ENSG00000051341	protein_coding	POLQ	ENSG00000051341	protein_coding
RBAK	3109.877045	-0.314248281	0.082170794	-3.824330585	0.000131128	0.001624053	chr7	5045821	5069488	ENSG00000146587	protein_coding	RBAK	ENSG00000146587	protein_coding
PLPP5	911.7308701	0.327419749	0.085693331	3.820831135	0.000133003	0.001644719	chr8	38263130	38269243	ENSG00000147535	protein_coding	PLPP5	ENSG00000147535	protein_coding
EAPP	1440.526926	-0.29289851	0.076675387	-3.819980826	0.000133462	0.001649027	chr14	34515929	34539711	ENSG00000129518	protein_coding	EAPP	ENSG00000129518	protein_coding
HSCB	702.9324856	0.361273439	0.09469328	3.815196169	0.000136075	0.001672966	chr22	28742031	28757515	ENSG00000100209	protein_coding	HSCB	ENSG00000100209	protein_coding
TBX3	442.4582944	0.438497085	0.114962744	3.814253826	0.000136595	0.001677974	chr12	114670254	114684164	ENSG00000135111	protein_coding	TBX3	ENSG00000135111	protein_coding
RNF130	2295.224821	-0.256838842	0.067353299	-3.813307538	0.000137119	0.001683024	chr5	179911651	180072118	ENSG00000113269	protein_coding	RNF130	ENSG00000113269	protein_coding
SLC1A4	429.1611257	0.422227368	0.110738169	3.812844033	0.000137377	0.001684793	chr2	64988477	65023865	ENSG00000115902	protein_coding	SLC1A4	ENSG00000115902	protein_coding
KCTD5	2586.2818	0.281234044	0.073799991	3.810759877	0.00013854	0.001694867	chr16	2682475	2709030	ENSG00000167977	protein_coding	KCTD5	ENSG00000167977	protein_coding
TRMT112	3253.961144	-0.338079233	0.088716036	-3.810801814	0.000138517	0.001694867	chr11	64316460	64318084	ENSG00000173113	protein_coding	TRMT112	ENSG00000173113	protein_coding
CMBL	1085.246387	-0.349026175	0.091628918	-3.809126901	0.000139458	0.001704695	chr5	10275875	10308026	ENSG00000164237	protein_coding	CMBL	ENSG00000164237	protein_coding
CLTC	92524.80209	0.197869048	0.051992709	3.805707627	0.000141399	0.001727001	chr17	59619689	59696956	ENSG00000141367	protein_coding	CLTC	ENSG00000141367	protein_coding
DIP2C	2292.449304	-0.270018111	0.070990326	-3.803590249	0.000142614	0.001737553	chr10	274190	689668	ENSG00000151240	protein_coding	DIP2C	ENSG00000151240	protein_coding
FAM177A1	2869.773961	0.271024855	0.071249062	3.803907715	0.000142431	0.001737553	chr14	35044907	35113130	ENSG00000151327	protein_coding	FAM177A1	ENSG00000151327	protein_coding
IRGQ	1729.737002	0.275819246	0.07265274	3.796405269	0.000146809	0.001782823	chr19	43584369	43596135	ENSG00000167378	protein_coding	IRGQ	ENSG00000167378	protein_coding
HM13	5662.686979	0.25347156	0.066809275	3.793957631	0.000148265	0.001796097	chr20	31514428	31577923	ENSG00000101294	protein_coding	HM13	ENSG00000101294	protein_coding
CRYL1	400.9363744	-0.460502823	0.121459163	-3.791421012	0.000149788	0.001813067	chr13	20403667	20525857	ENSG00000165475	protein_coding	CRYL1	ENSG00000165475	protein_coding
ZC3H14	4034.995792	-0.242967283	0.064118135	-3.789369158	0.00015103	0.001826619	chr14	88562909	88627596	ENSG00000100722	protein_coding	ZC3H14	ENSG00000100722	protein_coding
EGR1	3870.932466	0.418742495	0.110516552	3.788957289	0.000151281	0.001828162	chr5	138465490	138469315	ENSG00000120738	protein_coding	EGR1	ENSG00000120738	protein_coding
NIT2	1296.934289	-0.342828164	0.090490529	-3.788552997	0.000151527	0.001828253	chr3	100334701	100361635	ENSG00000114021	protein_coding	NIT2	ENSG00000114021	protein_coding
NOCT	800.1118094	0.359806418	0.094972284	3.788541273	0.000151534	0.001828253	chr4	139015789	139045939	ENSG00000151014	protein_coding	NOCT	ENSG00000151014	protein_coding
YKT6	4301.203729	0.233564472	0.061661713	3.78783626	0.000151965	0.00183196	chr7	44200968	44214294	ENSG00000106636	protein_coding	YKT6	ENSG00000106636	protein_coding
SPEF2	97.10603257	-0.834493724	0.220444939	-3.785497317	0.000153401	0.001847779	chr5	35617844	35814611	ENSG00000152582	protein_coding	SPEF2	ENSG00000152582	protein_coding
IKZF5	1304.953069	0.369131633	0.097526296	3.784944649	0.000153743	0.001850391	chr10	122990806	123008817	ENSG00000095574	protein_coding	IKZF5	ENSG00000095574	protein_coding
TMEM87B	2582.845885	-0.337734705	0.089240965	-3.784525495	0.000154002	0.001852013	chr2	112055223	112119318	ENSG00000153214	protein_coding	TMEM87B	ENSG00000153214	protein_coding
XBP1	51260.01671	0.254060318	0.067216198	3.7797484	0.000156987	0.00187426	chr22	28794555	28800597	ENSG00000100219	protein_coding	XBP1	ENSG00000100219	protein_coding
VDAC1	7089.39752	-0.221684448	0.058681005	-3.777788874	0.000158227	0.00188504	chr5	133971915	134005133	ENSG00000213585	protein_coding	VDAC1	ENSG00000213585	protein_coding
FGD4	1033.026176	0.357508897	0.09464945	3.777189382	0.000158608	0.001887551	chr12	32399529	32646050	ENSG00000139132	protein_coding	FGD4	ENSG00000139132	protein_coding
MCOLN3	330.5505499	-0.531398315	0.140694764	-3.776958711	0.000158755	0.001887788	chr1	85018082	85048499	ENSG00000055732	protein_coding	MCOLN3	ENSG00000055732	protein_coding
IER2	4049.278839	0.301277637	0.079849964	3.773046612	0.000161266	0.001916115	chr19	13150415	13154908	ENSG00000160888	protein_coding	IER2	ENSG00000160888	protein_coding
TOR1A	2360.413216	-0.290610583	0.077052046	-3.77161411	0.000162195	0.001925612	chr9	129812944	129824134	ENSG00000136827	protein_coding	TOR1A	ENSG00000136827	protein_coding
TUFT1	2984.317079	0.268987753	0.071341674	3.770415479	0.000162976	0.001933096	chr1	151540305	151583583	ENSG00000143367	protein_coding	TUFT1	ENSG00000143367	protein_coding
C17orf75	252.8332267	-0.541371275	0.143626343	-3.769303484	0.000163704	0.001937998	chr17	32324565	32350023	ENSG00000108666	protein_coding	C17orf75	ENSG00000108666	protein_coding
SUPT5H	6529.535163	0.228895539	0.060799633	3.764751991	0.000166714	0.001968264	chr19	39436156	39476670	ENSG00000196235	protein_coding	SUPT5H	ENSG00000196235	protein_coding
FBXL4	510.7640127	-0.411908977	0.109429067	-3.764164201	0.000167107	0.001971333	chr6	98868538	98948006	ENSG00000112234	protein_coding	FBXL4	ENSG00000112234	protein_coding
DNAJC3	4616.863297	0.320592312	0.085212968	3.762247924	0.000168393	0.001984927	chr13	95677139	95794989	ENSG00000102580	protein_coding	DNAJC3	ENSG00000102580	protein_coding
SOD2	2452.881126	0.259225169	0.069001451	3.756807501	0.000172095	0.002020109	chr6	159669057	159762529	ENSG00000112096	protein_coding	SOD2	ENSG00000112096	protein_coding
MAFB	687.3001787	-0.421105831	0.112122314	-3.755771843	0.000172808	0.002024129	chr20	40685848	40689240	ENSG00000204103	protein_coding	MAFB	ENSG00000204103	protein_coding
RNF169	1763.101349	-0.290035801	0.077247221	-3.75464382	0.000173588	0.00202847	chr11	74748868	74842413	ENSG00000166439	protein_coding	RNF169	ENSG00000166439	protein_coding
RABGEF1	2056.797743	0.266191769	0.070911904	3.753837577	0.000174148	0.002033411	chr7	66682164	66811464	ENSG00000154710	protein_coding	RABGEF1	ENSG00000154710	protein_coding
LSM11	660.2038486	-0.372359351	0.099236347	-3.752247656	0.000175256	0.002043144	chr5	157743695	157760709	ENSG00000155858	protein_coding	LSM11	ENSG00000155858	protein_coding
ZNF432	534.1748765	0.416794246	0.111095536	3.751674126	0.000175658	0.002046219	chr19	52031379	52095738	ENSG00000256087	protein_coding	ZNF432	ENSG00000256087	protein_coding
CREM	500.7558428	-0.41020822	0.109364032	-3.750851287	0.000176235	0.002050574	chr10	35126791	35212958	ENSG00000095794	protein_coding	CREM	ENSG00000095794	protein_coding
ORMDL1	1336.153353	-0.296429118	0.079101554	-3.747450009	0.000178641	0.002071237	chr2	189770323	189784371	ENSG00000128699	protein_coding	ORMDL1	ENSG00000128699	protein_coding
DUSP7	290.3411959	-0.525902529	0.140690246	-3.738016989	0.000185477	0.002142142	chr3	52048919	52056550	ENSG00000164086	protein_coding	DUSP7	ENSG00000164086	protein_coding
RTF1	2838.871902	-0.246627737	0.065984003	-3.737689815	0.000185719	0.00214293	chr15	41408408	41483563	ENSG00000137815	protein_coding	RTF1	ENSG00000137815	protein_coding
AKAP7	54.34515133	-1.113875378	0.298178073	-3.735604585	0.000187265	0.002155705	chr6	131135666	131283535	ENSG00000118507	protein_coding	AKAP7	ENSG00000118507	protein_coding
BEX3	2534.690251	-0.267656113	0.071657724	-3.735202544	0.000187564	0.00215619	chrX	103376340	103378077	ENSG00000166681	protein_coding	NGFRAP1	ENSG00000166681	protein_coding
MVK	1017.128348	0.349750468	0.093937048	3.723243111	0.00019668	0.002252274	chr12	109573255	109598117	ENSG00000110921	protein_coding	MVK	ENSG00000110921	protein_coding
DPH3	1628.470944	0.329536969	0.088538489	3.721962853	0.00019768	0.002258507	chr3	16257978	16264972	ENSG00000154813	protein_coding	DPH3	ENSG00000154813	protein_coding
SETD2	4550.652864	-0.283207381	0.076119619	-3.720556981	0.000198784	0.002267631	chr3	47016429	47163967	ENSG00000181555	protein_coding	SETD2	ENSG00000181555	protein_coding
LDB1	2157.921496	-0.259623178	0.069787335	-3.720204778	0.000199061	0.002269055	chr10	102107560	102120453	ENSG00000198728	protein_coding	LDB1	ENSG00000198728	protein_coding
TEX2	4429.179677	-0.24325757	0.065394455	-3.719850089	0.000199341	0.002270502	chr17	64147227	64263301	ENSG00000136478	protein_coding	TEX2	ENSG00000136478	protein_coding
SRF	2230.450969	-0.322807894	0.086808382	-3.718625859	0.000200309	0.002279786	chr6	43171299	43181507	ENSG00000112658	protein_coding	SRF	ENSG00000112658	protein_coding
COBLL1	2186.536993	-0.353654428	0.095168497	-3.716087136	0.000202332	0.002301041	chr2	164653624	164843679	ENSG00000082438	protein_coding	COBLL1	ENSG00000082438	protein_coding
LHFPL2	2094.071838	0.28518908	0.076786768	3.714039358	0.000203977	0.002314778	chr5	78485215	78770021	ENSG00000145685	protein_coding	LHFPL2	ENSG00000145685	protein_coding
ATP6V0B	2380.413622	0.31719088	0.085436797	3.712579235	0.000205158	0.002324287	chr1	43974487	43978295	ENSG00000117410	protein_coding	ATP6V0B	ENSG00000117410	protein_coding
STX17	1386.474776	-0.322330083	0.086825572	-3.712386505	0.000205314	0.002324287	chr9	99906633	99970341	ENSG00000136874	protein_coding	STX17	ENSG00000136874	protein_coding
INPP5F	825.1592544	-0.348061389	0.093801884	-3.710601272	0.000206768	0.00233896	chr10	119726097	119829278	ENSG00000198825	protein_coding	INPP5F	ENSG00000198825	protein_coding
POGLUT3	835.1422931	-0.332820496	0.089814084	-3.705660398	0.000210841	0.002379602	chr11	108472105	108498432	ENSG00000178202	protein_coding	KDELC2	ENSG00000178202	protein_coding
PLAGL2	1610.75596	-0.290541317	0.078500205	-3.701153625	0.000214621	0.0024186	chr20	32192503	32207791	ENSG00000126003	protein_coding	PLAGL2	ENSG00000126003	protein_coding
CYCS	6565.342529	0.27073817	0.073207336	3.698238226	0.000217101	0.002442839	chr7	25120091	25125361	ENSG00000172115	protein_coding	CYCS	ENSG00000172115	protein_coding
ERLEC1	3016.386711	0.281470271	0.076123578	3.697543881	0.000217696	0.002447676	chr2	53787044	53818819	ENSG00000068912	protein_coding	ERLEC1	ENSG00000068912	protein_coding
LRP5	2798.744468	-0.362300709	0.098038423	-3.69549709	0.000219457	0.002460944	chr11	68312609	68449275	ENSG00000162337	protein_coding	LRP5	ENSG00000162337	protein_coding
SEC61B	2949.330551	0.274628739	0.07449815	3.686383328	0.000227464	0.002545949	chr9	99222064	99230615	ENSG00000106803	protein_coding	SEC61B	ENSG00000106803	protein_coding
IREB2	6411.7659	-0.280997199	0.076230849	-3.686134981	0.000227686	0.002546515	chr15	78437431	78501456	ENSG00000136381	protein_coding	IREB2	ENSG00000136381	protein_coding
TEAD3	1162.562647	-0.297761172	0.080850793	-3.682847896	0.000230643	0.00257765	chr6	35473597	35497076	ENSG00000007866	protein_coding	TEAD3	ENSG00000007866	protein_coding
RBCK1	2482.426539	0.277624867	0.075394685	3.682286969	0.000231151	0.002581389	chr20	407498	430966	ENSG00000125826	protein_coding	RBCK1	ENSG00000125826	protein_coding
OSBP	2741.523653	0.250740773	0.068157238	3.67885759	0.000234281	0.002613112	chr11	59574398	59616144	ENSG00000110048	protein_coding	OSBP	ENSG00000110048	protein_coding
USP43	803.0586898	0.356110997	0.096801124	3.67878989	0.000234343	0.002613112	chr17	9644698	9729691	ENSG00000154914	protein_coding	USP43	ENSG00000154914	protein_coding
FAM83G	2725.557799	0.295484004	0.0803752	3.676308168	0.000236634	0.002634699	chr17	18968789	19004804	ENSG00000188522	protein_coding	FAM83G	ENSG00000188522	protein_coding
SNX4	1688.908235	-0.296480813	0.080722903	-3.672821485	0.000239887	0.002668923	chr3	125446644	125520197	ENSG00000114520	protein_coding	SNX4	ENSG00000114520	protein_coding
TOPBP1	3920.466445	-0.228464919	0.062223735	-3.671668336	0.000240972	0.002678992	chr3	133598175	133661893	ENSG00000163781	protein_coding	TOPBP1	ENSG00000163781	protein_coding
MTMR3	2299.286273	0.25925512	0.07065267	3.66943134	0.000243091	0.002698774	chr22	29883155	30030866	ENSG00000100330	protein_coding	MTMR3	ENSG00000100330	protein_coding
CARS1	1570.765416	0.282593197	0.077023192	3.668936474	0.000243562	0.002701017	chr11	3000922	3057613	ENSG00000110619	protein_coding	CARS	ENSG00000110619	protein_coding
SMC2	2844.578677	-0.244731105	0.066832166	-3.661875977	0.000250375	0.002771091	chr9	104094260	104141417	ENSG00000136824	protein_coding	SMC2	ENSG00000136824	protein_coding
G6PD	30000.33446	0.263712232	0.072071297	3.659046583	0.000253155	0.002799777	chrX	154531391	154547572	ENSG00000160211	protein_coding	G6PD	ENSG00000160211	protein_coding
YME1L1	11101.77772	0.252044418	0.068890619	3.658617415	0.00025358	0.002802384	chr10	27110112	27155266	ENSG00000136758	protein_coding	YME1L1	ENSG00000136758	protein_coding
TSPAN33	200.0918483	-0.629799521	0.172236162	-3.65660448	0.000255578	0.002820279	chr7	129144892	129169697	ENSG00000158457	protein_coding	TSPAN33	ENSG00000158457	protein_coding
FAM98B	1451.443691	-0.323525058	0.088501647	-3.655582348	0.000256599	0.00282944	chr15	38454127	38487710	ENSG00000171262	protein_coding	FAM98B	ENSG00000171262	protein_coding
PCMTD2	2057.205549	-0.324662949	0.088839372	-3.654493962	0.00025769	0.002839363	chr20	64255695	64287821	ENSG00000203880	protein_coding	PCMTD2	ENSG00000203880	protein_coding
AP3M2	437.826465	-0.494890732	0.135483354	-3.65277886	0.000259418	0.002856284	chr8	42152946	42171673	ENSG00000070718	protein_coding	AP3M2	ENSG00000070718	protein_coding
BTRC	1014.389888	-0.329687949	0.090318213	-3.650293091	0.000261941	0.002877675	chr10	101354033	101557321	ENSG00000166167	protein_coding	BTRC	ENSG00000166167	protein_coding
PPP2CA	8469.346995	0.229681647	0.062920649	3.650338203	0.000261895	0.002877675	chr5	134194334	134226142	ENSG00000113575	protein_coding	PPP2CA	ENSG00000113575	protein_coding
B4GALT6	90.73829407	-0.839581184	0.230021602	-3.650010164	0.00026223	0.002878407	chr18	31622247	31685836	ENSG00000118276	protein_coding	B4GALT6	ENSG00000118276	protein_coding
TMEM97	2083.247859	-0.366855071	0.100512414	-3.649848385	0.000262395	0.002878407	chr17	28319095	28328685	ENSG00000109084	protein_coding	TMEM97	ENSG00000109084	protein_coding
DLD	3996.198012	-0.236401037	0.064810644	-3.647564988	0.000264737	0.00289865	chr7	107890970	107931730	ENSG00000091140	protein_coding	DLD	ENSG00000091140	protein_coding
API5	3773.34018	-0.224064192	0.061526948	-3.641724453	0.000270818	0.002957705	chr11	43311963	43344529	ENSG00000166181	protein_coding	API5	ENSG00000166181	protein_coding
GPR180	605.3116233	-0.40360653	0.110840807	-3.641317136	0.000271247	0.002960214	chr13	94601903	94634645	ENSG00000152749	protein_coding	GPR180	ENSG00000152749	protein_coding
TMEM229B	328.6995114	-0.498025462	0.136779667	-3.641078181	0.000271499	0.00296079	chr14	67447084	67533739	ENSG00000198133	protein_coding	TMEM229B	ENSG00000198133	protein_coding
KLHL23	224.2053111	-0.553958062	0.152233314	-3.638875397	0.000273831	0.002981852	chr2	169694488	169776989	ENSG00000213160	protein_coding	KLHL23	ENSG00000213160	protein_coding
VCPKMT	829.6994787	0.324528294	0.089226837	3.637115289	0.000275709	0.002993522	chr14	50108632	50116600	ENSG00000100483	protein_coding	VCPKMT	ENSG00000100483	protein_coding
NAMPT	5198.755724	0.275270815	0.075688428	3.636894327	0.000275945	0.002993903	chr7	106248285	106286326	ENSG00000105835	protein_coding	NAMPT	ENSG00000105835	protein_coding
PP7080	663.3670166	-0.431610524	0.118780274	-3.633688572	0.000279398	0.003021335	chr5	466124	473098	ENSG00000188242	lncRNA	PP7080	ENSG00000188242	antisense
CEP19	67.19289076	-0.954794179	0.263021741	-3.630096032	0.000283316	0.003060469	chr3	196706277	196712293	ENSG00000174007	protein_coding	CEP19	ENSG00000174007	protein_coding
ATXN1-AS1	163.2402158	0.604679146	0.166662781	3.628159465	0.000285449	0.003076804	chr6	16761138	16762652	ENSG00000229931	lncRNA	RP1-151F17.1	ENSG00000229931	antisense
HSF2	634.03051	-0.361034474	0.099519065	-3.627792066	0.000285855	0.003077684	chr6	122399546	122433119	ENSG00000025156	protein_coding	HSF2	ENSG00000025156	protein_coding
NUMB	3868.656437	0.275671208	0.075990592	3.627701824	0.000285955	0.003077684	chr14	73275107	73463642	ENSG00000133961	protein_coding	NUMB	ENSG00000133961	protein_coding
ARHGEF4	623.7021358	-0.365424778	0.100820773	-3.624498878	0.000289522	0.003104949	chr2	130836916	131047263	ENSG00000136002	protein_coding	ARHGEF4	ENSG00000136002	protein_coding
ALAS1	1073.660732	0.304200483	0.083991134	3.621816609	0.000292541	0.003132807	chr3	52198086	52214327	ENSG00000023330	protein_coding	ALAS1	ENSG00000023330	protein_coding
LSM6	385.2319024	-0.428776796	0.11849059	-3.618656943	0.000296136	0.003164932	chr4	146175685	146200000	ENSG00000164167	protein_coding	LSM6	ENSG00000164167	protein_coding
TGFB2	1417.326565	-0.478953716	0.132355008	-3.618704887	0.000296081	0.003164932	chr1	218346235	218444619	ENSG00000092969	protein_coding	TGFB2	ENSG00000092969	protein_coding
MBOAT1	830.6795828	0.317212262	0.087723919	3.616029294	0.000299157	0.003192148	chr6	20102145	20212399	ENSG00000172197	protein_coding	MBOAT1	ENSG00000172197	protein_coding
PDE7A	1452.174221	-0.319234313	0.088344162	-3.613530374	0.000302056	0.003220775	chr8	65717510	65842322	ENSG00000205268	protein_coding	PDE7A	ENSG00000205268	protein_coding
PRDX2	3557.953554	-0.298228696	0.082572788	-3.611706772	0.000304188	0.003236547	chr19	12796820	12801859	ENSG00000167815	protein_coding	PRDX2	ENSG00000167815	protein_coding
H4C8	645.6543376	0.502629302	0.139314972	3.607862774	0.00030873	0.00328017	chr6	26277609	26285638	ENSG00000158406	protein_coding	HIST1H4H	ENSG00000158406	protein_coding
CAP1	6910.586532	0.205458392	0.056975363	3.606091835	0.000310843	0.003297911	chr1	40040233	40072649	ENSG00000131236	protein_coding	CAP1	ENSG00000131236	protein_coding
SLBP	1606.901565	-0.263442318	0.073132289	-3.60227093	0.000315449	0.003342009	chr4	1692800	1712555	ENSG00000163950	protein_coding	SLBP	ENSG00000163950	protein_coding
IFT81	369.0193385	-0.44038791	0.122339683	-3.599714317	0.000318567	0.003370235	chr12	110124335	110218797	ENSG00000122970	protein_coding	IFT81	ENSG00000122970	protein_coding
ACD	614.3268077	-0.456892138	0.126969033	-3.598453322	0.000320115	0.003384151	chr16	67657512	67660815	ENSG00000102977	protein_coding	ACD	ENSG00000102977	protein_coding
JUNB	7798.7961	0.221020628	0.061424093	3.598272575	0.000320338	0.003384151	chr19	12791496	12793315	ENSG00000171223	protein_coding	JUNB	ENSG00000171223	protein_coding
TMC6	1597.967598	0.318487949	0.088560257	3.596285276	0.000322794	0.003402905	chr17	78110458	78132407	ENSG00000141524	protein_coding	TMC6	ENSG00000141524	protein_coding
SOS1	3270.083147	-0.315049531	0.087618279	-3.595705537	0.000323514	0.003408013	chr2	38981396	39124345	ENSG00000115904	protein_coding	SOS1	ENSG00000115904	protein_coding
DUSP5	899.153466	0.357203112	0.099388697	3.594001349	0.000325638	0.003423116	chr10	110497838	110511544	ENSG00000138166	protein_coding	DUSP5	ENSG00000138166	protein_coding
SESN1	733.7314313	-0.342407208	0.095269827	-3.5940782	0.000325542	0.003423116	chr6	108986437	109094819	ENSG00000080546	protein_coding	SESN1	ENSG00000080546	protein_coding
SOAT1	794.0333638	-0.319892648	0.089058196	-3.591950671	0.000328212	0.003446487	chr1	179293714	179358680	ENSG00000057252	protein_coding	SOAT1	ENSG00000057252	protein_coding
SLC16A6	1475.654471	-0.298236153	0.083066283	-3.590339447	0.000330248	0.003461777	chr17	68267026	68291267	ENSG00000108932	protein_coding	SLC16A6	ENSG00000108932	protein_coding
LYPD1	560.6074439	-0.378879438	0.105551965	-3.589506261	0.000331305	0.003470413	chr2	132644853	132671579	ENSG00000150551	protein_coding	LYPD1	ENSG00000150551	protein_coding
CREBZF	5724.950519	-0.279015781	0.077755683	-3.588365111	0.000332758	0.003480729	chr11	85659708	85682908	ENSG00000137504	protein_coding	CREBZF	ENSG00000137504	protein_coding
CD276	4464.082278	-0.274311855	0.076460793	-3.587614572	0.000333717	0.003488306	chr15	73683966	73714518	ENSG00000103855	protein_coding	CD276	ENSG00000103855	protein_coding
VAT1	3768.509567	0.261457416	0.07288992	3.587017458	0.000334482	0.003492772	chr17	43014605	43025123	ENSG00000108828	protein_coding	VAT1	ENSG00000108828	protein_coding
NBPF1	4682.241785	0.345986507	0.09657174	3.58268897	0.000340075	0.003544798	chr1	16562319	16613562	ENSG00000219481	protein_coding	NBPF1	ENSG00000219481	protein_coding
GXYLT1	1906.759578	-0.266950727	0.074618136	-3.577558224	0.000346819	0.0036075	chr12	42081845	42144879	ENSG00000151233	protein_coding	GXYLT1	ENSG00000151233	protein_coding
LMAN1	4646.189728	0.330731144	0.092496468	3.575608374	0.000349414	0.003629417	chr18	59327823	59359962	ENSG00000074695	protein_coding	LMAN1	ENSG00000074695	protein_coding
ZNF331	1789.998916	0.279726776	0.078275009	3.573640913	0.000352052	0.003651707	chr19	53520981	53580269	ENSG00000130844	protein_coding	ZNF331	ENSG00000130844	protein_coding
GPCPD1	974.963415	0.370268938	0.103618941	3.573371189	0.000352415	0.003652923	chr20	5544404	5611026	ENSG00000125772	protein_coding	GPCPD1	ENSG00000125772	protein_coding
AADAT	213.4469364	-0.576960612	0.161492142	-3.572685374	0.000353339	0.00365859	chr4	170060222	170091699	ENSG00000109576	protein_coding	AADAT	ENSG00000109576	protein_coding
MTERF4	1202.78766	-0.371762268	0.104059286	-3.57260061	0.000353454	0.00365859	chr2	241072169	241102332	ENSG00000122085	protein_coding	MTERF4	ENSG00000122085	protein_coding
WWC2	1113.326085	-0.333408143	0.093412602	-3.56919877	0.000358075	0.003698695	chr4	183099293	183320777	ENSG00000151718	protein_coding	WWC2	ENSG00000151718	protein_coding
ZNF449	271.8921699	-0.521516318	0.146113546	-3.569253732	0.000358	0.003698695	chrX	135344796	135363152	ENSG00000173275	protein_coding	ZNF449	ENSG00000173275	protein_coding
FMC1-LUC7L2	947.4113164	0.321587778	0.090111711	3.568767846	0.000358664	0.00370221	chr7	139341360	139422599	ENSG00000269955	protein_coding	C7orf55-LUC7L2	ENSG00000269955	protein_coding
TMEM41B	1030.097703	0.341840423	0.095793276	3.568522086	0.000359001	0.003703112	chr11	9280654	9314780	ENSG00000166471	protein_coding	TMEM41B	ENSG00000166471	protein_coding
HDDC2	1565.537017	-0.282140991	0.07907019	-3.56823465	0.000359395	0.003704605	chr6	125219962	125302078	ENSG00000111906	protein_coding	HDDC2	ENSG00000111906	protein_coding
MEF2A	2821.452675	0.295639494	0.082880219	3.567069435	0.000360996	0.003715932	chr15	99565417	99716466	ENSG00000068305	protein_coding	MEF2A	ENSG00000068305	protein_coding
PEX13	2363.114392	0.332378054	0.093184281	3.566889727	0.000361243	0.003715932	chr2	61017225	61051990	ENSG00000162928	protein_coding	PEX13	ENSG00000162928	protein_coding
TMEM129	632.8814735	-0.403175372	0.113028261	-3.567031531	0.000361048	0.003715932	chr4	1715952	1721358	ENSG00000168936	protein_coding	TMEM129	ENSG00000168936	protein_coding
ALG2	2485.986197	0.268730053	0.075396301	3.564233905	0.00036492	0.003748568	chr9	99216426	99221956	ENSG00000119523	protein_coding	ALG2	ENSG00000119523	protein_coding
ABCF2	2365.744124	-0.261983953	0.073592927	-3.559906669	0.000370987	0.003798532	chr7	151207837	151227230	ENSG00000033050	protein_coding	ABCF2	ENSG00000033050	protein_coding
DEK	9405.704061	-0.214488771	0.060253717	-3.559759995	0.000371194	0.003798532	chr6	18223868	18264823	ENSG00000124795	protein_coding	DEK	ENSG00000124795	protein_coding
FXR2	2162.040253	0.286716267	0.080561614	3.558968771	0.000372314	0.003804717	chr17	7591230	7614871	ENSG00000129245	protein_coding	FXR2	ENSG00000129245	protein_coding
ZNF184	681.8654568	0.350967444	0.098617281	3.558883796	0.000372434	0.003804717	chr6	27450743	27473118	ENSG00000096654	protein_coding	ZNF184	ENSG00000096654	protein_coding
NR2F2	14640.34343	-0.242658221	0.068227362	-3.55661149	0.000375669	0.003835127	chr15	96325938	96340263	ENSG00000185551	protein_coding	NR2F2	ENSG00000185551	protein_coding
FLNA	111900.7785	0.242438426	0.068248537	3.552287522	0.000381897	0.003890693	chrX	154348524	154374638	ENSG00000196924	protein_coding	FLNA	ENSG00000196924	protein_coding
TMSB10	13921.11232	0.201221624	0.05667821	3.550246634	0.00038487	0.003918297	chr2	84905625	84906675	ENSG00000034510	protein_coding	TMSB10	ENSG00000034510	protein_coding
NUCB2	3371.88751	0.328543338	0.092591834	3.548297125	0.000387731	0.003942016	chr11	17208153	17349974	ENSG00000070081	protein_coding	NUCB2	ENSG00000070081	protein_coding
BRAF	550.7871975	0.38601634	0.108831125	3.546929603	0.000389749	0.003955704	chr7	140719327	140924764	ENSG00000157764	protein_coding	BRAF	ENSG00000157764	protein_coding
DLX1	198.3272012	-0.562201703	0.158492248	-3.547187387	0.000389368	0.003955704	chr2	172084740	172089677	ENSG00000144355	protein_coding	DLX1	ENSG00000144355	protein_coding
RNF135	449.7676338	-0.412865228	0.116501019	-3.543876551	0.00039429	0.003997765	chr17	30968785	30999911	ENSG00000181481	protein_coding	RNF135	ENSG00000181481	protein_coding
DNAJC25	807.3505874	0.334254663	0.094332775	3.543356616	0.000395068	0.004002926	chr9	111631352	111654351	ENSG00000059769	protein_coding	DNAJC25	ENSG00000059769	protein_coding
FBXO3	838.8248171	-0.340718751	0.096208426	-3.541464759	0.000397912	0.004025462	chr11	33740939	33774543	ENSG00000110429	protein_coding	FBXO3	ENSG00000110429	protein_coding
SUGP2	4338.746677	-0.224487149	0.063390508	-3.541336971	0.000398105	0.004025462	chr19	18990888	19034023	ENSG00000064607	protein_coding	SUGP2	ENSG00000064607	protein_coding
