Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SLC39A8	1947.983379	-0.213728499	0.043779711	-4.881907446	1.05E-06	6.26E-06	chr4	102251041	102431258	ENSG00000138821	protein_coding	SLC39A8	ENSG00000138821	protein_coding
KEAP1	2465.542706	0.189147801	0.038752332	4.88093988	1.06E-06	6.29E-06	chr19	10486120	10503741	ENSG00000079999	protein_coding	KEAP1	ENSG00000079999	protein_coding
ZBTB41	1476.230263	-0.222645328	0.045618024	-4.880643814	1.06E-06	6.30E-06	chr1	197153680	197200542	ENSG00000177888	protein_coding	ZBTB41	ENSG00000177888	protein_coding
IRF2BP1	1231.140673	-0.303728005	0.062247689	-4.879345894	1.06E-06	6.34E-06	chr19	45883607	45886170	ENSG00000170604	protein_coding	IRF2BP1	ENSG00000170604	protein_coding
TMEM158	152.088513	-0.67562959	0.138466085	-4.879386808	1.06E-06	6.34E-06	chr3	45224466	45226278	ENSG00000249992	protein_coding	TMEM158	ENSG00000249992	protein_coding
MPV17	1547.818756	0.198163762	0.040647576	4.875168005	1.09E-06	6.47E-06	chr2	27309492	27325680	ENSG00000115204	protein_coding	MPV17	ENSG00000115204	protein_coding
C1orf115	664.6894961	-0.302989944	0.062165005	-4.873963177	1.09E-06	6.50E-06	chr1	220689845	220699157	ENSG00000162817	protein_coding	C1orf115	ENSG00000162817	protein_coding
WWP1	1797.789852	-0.223167023	0.045798536	-4.872798193	1.10E-06	6.54E-06	chr8	86342738	86478420	ENSG00000123124	protein_coding	WWP1	ENSG00000123124	protein_coding
ANP32B	13475.69157	0.119115016	0.024446118	4.872553425	1.10E-06	6.55E-06	chr9	97983361	98015943	ENSG00000136938	protein_coding	ANP32B	ENSG00000136938	protein_coding
EXOSC4	732.113515	0.341378909	0.070129205	4.867856572	1.13E-06	6.70E-06	chr8	144078626	144080647	ENSG00000178896	protein_coding	EXOSC4	ENSG00000178896	protein_coding
DHX34	1971.522739	-0.221171474	0.045442133	-4.867101506	1.13E-06	6.72E-06	chr19	47349281	47382704	ENSG00000134815	protein_coding	DHX34	ENSG00000134815	protein_coding
IPPK	663.9334996	-0.347121457	0.071341079	-4.865660314	1.14E-06	6.77E-06	chr9	92613184	92670265	ENSG00000127080	protein_coding	IPPK	ENSG00000127080	protein_coding
FECH	1678.555328	-0.25057111	0.051499005	-4.865552445	1.14E-06	6.77E-06	chr18	57548283	57586772	ENSG00000066926	protein_coding	FECH	ENSG00000066926	protein_coding
HLA-F	222.5189869	-0.574471441	0.118110233	-4.863858321	1.15E-06	6.83E-06	chr6	29722775	29738528	ENSG00000204642	protein_coding	HLA-F	ENSG00000204642	protein_coding
TSPAN2	69.37818066	-1.253553496	0.257740489	-4.863626596	1.15E-06	6.83E-06	chr1	115048011	115089500	ENSG00000134198	protein_coding	TSPAN2	ENSG00000134198	protein_coding
ASCC2	3140.736401	0.14490803	0.029805831	4.861734196	1.16E-06	6.90E-06	chr22	29788608	29838304	ENSG00000100325	protein_coding	ASCC2	ENSG00000100325	protein_coding
SLU7	3065.855761	0.183296895	0.037707285	4.861047302	1.17E-06	6.92E-06	chr5	160401641	160421711	ENSG00000164609	protein_coding	SLU7	ENSG00000164609	protein_coding
TIRAP	310.8068734	-0.406891285	0.083715023	-4.860433307	1.17E-06	6.94E-06	chr11	126283065	126298845	ENSG00000150455	protein_coding	TIRAP	ENSG00000150455	protein_coding
ADAM23	560.9822436	-0.47874061	0.098501717	-4.860226057	1.17E-06	6.94E-06	chr2	206443539	206621130	ENSG00000114948	protein_coding	ADAM23	ENSG00000114948	protein_coding
TMEM80	734.5650387	0.297629421	0.061256087	4.858773021	1.18E-06	6.99E-06	chr11	695428	705028	ENSG00000177042	protein_coding	TMEM80	ENSG00000177042	protein_coding
TGIF2	2207.073419	0.17817036	0.03668826	4.856331704	1.20E-06	7.08E-06	chr20	36573488	36593950	ENSG00000118707	protein_coding	TGIF2	ENSG00000118707	protein_coding
MAP3K11	1320.898052	0.332838331	0.068544875	4.855772691	1.20E-06	7.09E-06	chr11	65597755	65615382	ENSG00000173327	protein_coding	MAP3K11	ENSG00000173327	protein_coding
PSMG1	3553.440294	-0.15017011	0.030928186	-4.85544514	1.20E-06	7.10E-06	chr21	39174769	39183851	ENSG00000183527	protein_coding	PSMG1	ENSG00000183527	protein_coding
CTPS1	8282.791436	-0.130392793	0.026861632	-4.85423949	1.21E-06	7.14E-06	chr1	40979335	41012565	ENSG00000171793	protein_coding	CTPS1	ENSG00000171793	protein_coding
ATF7	2364.897352	0.258046613	0.053177919	4.852514333	1.22E-06	7.19E-06	chr12	53507856	53626410	ENSG00000170653	protein_coding	ATF7	ENSG00000170653	protein_coding
FANCI	9625.442389	-0.163984382	0.033803042	-4.851172387	1.23E-06	7.24E-06	chr15	89243949	89317261	ENSG00000140525	protein_coding	FANCI	ENSG00000140525	protein_coding
RPL23	20400.84252	-0.104806319	0.021614075	-4.848984805	1.24E-06	7.31E-06	chr17	38847865	38853843	ENSG00000125691	protein_coding	RPL23	ENSG00000125691	protein_coding
NACC2	894.1658918	-0.249148266	0.051388666	-4.84831157	1.25E-06	7.34E-06	chr9	136006537	136095285	ENSG00000148411	protein_coding	NACC2	ENSG00000148411	protein_coding
GINS2	2904.904859	-0.146373099	0.03019521	-4.847560202	1.25E-06	7.36E-06	chr16	85676198	85690073	ENSG00000131153	protein_coding	GINS2	ENSG00000131153	protein_coding
XPA	556.5902037	-0.301377665	0.062246283	-4.841697357	1.29E-06	7.57E-06	chr9	97674909	97697357	ENSG00000136936	protein_coding	XPA	ENSG00000136936	protein_coding
OSBPL2	1529.110357	-0.19623336	0.0405475	-4.839592116	1.30E-06	7.65E-06	chr20	62231922	62296213	ENSG00000130703	protein_coding	OSBPL2	ENSG00000130703	protein_coding
BTAF1	6711.233165	0.173482057	0.035859218	4.837865066	1.31E-06	7.71E-06	chr10	91923769	92030325	ENSG00000095564	protein_coding	BTAF1	ENSG00000095564	protein_coding
SNRPD2	5946.222394	-0.189138596	0.039095018	-4.837920659	1.31E-06	7.71E-06	chr19	45687454	45692569	ENSG00000125743	protein_coding	SNRPD2	ENSG00000125743	protein_coding
SPG21	2622.320076	0.164311071	0.033963311	4.837899032	1.31E-06	7.71E-06	chr15	64963021	64990310	ENSG00000090487	protein_coding	SPG21	ENSG00000090487	protein_coding
PHTF2	1784.226246	-0.220956766	0.045675855	-4.837495971	1.31E-06	7.72E-06	chr7	77798792	77957503	ENSG00000006576	protein_coding	PHTF2	ENSG00000006576	protein_coding
TNFRSF10B	2280.373709	0.194255503	0.040159563	4.837092056	1.32E-06	7.73E-06	chr8	23020133	23069179	ENSG00000120889	protein_coding	TNFRSF10B	ENSG00000120889	protein_coding
SCAMP2	2568.693434	0.176820565	0.036555613	4.837029174	1.32E-06	7.73E-06	chr15	74843730	74873365	ENSG00000140497	protein_coding	SCAMP2	ENSG00000140497	protein_coding
TBC1D2B	1849.830889	-0.192206607	0.039740583	-4.836532129	1.32E-06	7.75E-06	chr15	77984036	78077724	ENSG00000167202	protein_coding	TBC1D2B	ENSG00000167202	protein_coding
DCAF5	2075.203538	-0.169310998	0.035009151	-4.836192626	1.32E-06	7.76E-06	chr14	69050881	69153150	ENSG00000139990	protein_coding	DCAF5	ENSG00000139990	protein_coding
USP19	3901.098468	0.161251194	0.03335472	4.834434105	1.34E-06	7.83E-06	chr3	49108046	49120938	ENSG00000172046	protein_coding	USP19	ENSG00000172046	protein_coding
TMEM170B	2703.328777	0.201492924	0.041679361	4.834357303	1.34E-06	7.83E-06	chr6	11538278	11583524	ENSG00000205269	protein_coding	TMEM170B	ENSG00000205269	protein_coding
CEP290	2923.839472	-0.27111575	0.056100915	-4.832643981	1.35E-06	7.90E-06	chr12	88049014	88142216	ENSG00000198707	protein_coding	CEP290	ENSG00000198707	protein_coding
ERCC6	833.6696157	-0.284894706	0.05895541	-4.832375912	1.35E-06	7.91E-06	chr10	49455368	49539538	ENSG00000225830	protein_coding	ERCC6	ENSG00000225830	protein_coding
PRXL2C	763.0779711	-0.26224855	0.05427436	-4.831905009	1.35E-06	7.92E-06	chr9	96639577	96655303	ENSG00000158122	protein_coding	AAED1	ENSG00000158122	protein_coding
GRTP1	397.5635241	0.49611491	0.102675529	4.831870995	1.35E-06	7.92E-06	chr13	113324164	113364148	ENSG00000139835	protein_coding	GRTP1	ENSG00000139835	protein_coding
GSR	3140.09918	-0.147470627	0.030556928	-4.826094665	1.39E-06	8.15E-06	chr8	30678061	30727926	ENSG00000104687	protein_coding	GSR	ENSG00000104687	protein_coding
CEP85L	801.3634236	-0.267743526	0.055492279	-4.824878865	1.40E-06	8.19E-06	chr6	118460772	118710075	ENSG00000111860	protein_coding	CEP85L	ENSG00000111860	protein_coding
METTL2A	2037.849834	0.210196241	0.043576324	4.823634118	1.41E-06	8.24E-06	chr17	62423867	62450822	ENSG00000087995	protein_coding	METTL2A	ENSG00000087995	protein_coding
DCP2	6860.944668	0.141666364	0.029393929	4.819579039	1.44E-06	8.41E-06	chr5	112976702	113020970	ENSG00000172795	protein_coding	DCP2	ENSG00000172795	protein_coding
KCTD20	5274.388247	-0.153095207	0.031780633	-4.817248453	1.46E-06	8.49E-06	chr6	36442767	36491143	ENSG00000112078	protein_coding	KCTD20	ENSG00000112078	protein_coding
MVK	828.3359074	0.300398023	0.062360362	4.81713085	1.46E-06	8.50E-06	chr12	109573255	109598117	ENSG00000110921	protein_coding	MVK	ENSG00000110921	protein_coding
DVL2	2622.262663	0.207033368	0.042990237	4.815822949	1.47E-06	8.55E-06	chr17	7225341	7234545	ENSG00000004975	protein_coding	DVL2	ENSG00000004975	protein_coding
SENP3	3741.704497	-0.172919029	0.035925409	-4.813279299	1.48E-06	8.65E-06	chr17	7561875	7571969	ENSG00000161956	protein_coding	SENP3	ENSG00000161956	protein_coding
RALA	2909.634262	0.160340545	0.033342356	4.808914645	1.52E-06	8.84E-06	chr7	39623483	39708124	ENSG00000006451	protein_coding	RALA	ENSG00000006451	protein_coding
ORAI1	496.3661106	0.540763382	0.112524613	4.805734196	1.54E-06	8.97E-06	chr12	121626550	121642677	ENSG00000276045	protein_coding	ORAI1	ENSG00000276045	protein_coding
UPF3B	3712.622619	0.195177214	0.040623689	4.804517256	1.55E-06	9.02E-06	chrX	119834022	119852998	ENSG00000125351	protein_coding	UPF3B	ENSG00000125351	protein_coding
GPT2	2184.109397	-0.195799868	0.040754609	-4.804361356	1.55E-06	9.03E-06	chr16	46884378	46931297	ENSG00000166123	protein_coding	GPT2	ENSG00000166123	protein_coding
G2E3	2758.65097	-0.214680512	0.044688341	-4.80394905	1.56E-06	9.04E-06	chr14	30559123	30620063	ENSG00000092140	protein_coding	G2E3	ENSG00000092140	protein_coding
DAAM2	290.9451525	-0.415165548	0.086435529	-4.803181681	1.56E-06	9.07E-06	chr6	39792298	39904877	ENSG00000146122	protein_coding	DAAM2	ENSG00000146122	protein_coding
HSPA8	78077.78489	-0.094286834	0.019640979	-4.800515993	1.58E-06	9.19E-06	chr11	123057489	123063230	ENSG00000109971	protein_coding	HSPA8	ENSG00000109971	protein_coding
LMAN2	5194.649085	0.130379845	0.027161479	4.800174816	1.59E-06	9.20E-06	chr5	177331562	177351852	ENSG00000169223	protein_coding	LMAN2	ENSG00000169223	protein_coding
MKRN2	3182.475169	0.154116507	0.03212823	4.796918637	1.61E-06	9.35E-06	chr3	12557014	12583713	ENSG00000075975	protein_coding	MKRN2	ENSG00000075975	protein_coding
GALNT2	4877.569864	-0.142315656	0.029677895	-4.795341925	1.62E-06	9.41E-06	chr1	230057990	230282124	ENSG00000143641	protein_coding	GALNT2	ENSG00000143641	protein_coding
MGAT5B	82.92278981	-0.919242187	0.191744377	-4.79410245	1.63E-06	9.47E-06	chr17	76868456	76950393	ENSG00000167889	protein_coding	MGAT5B	ENSG00000167889	protein_coding
ZNF133	396.1411003	-0.366717427	0.076498244	-4.79380189	1.64E-06	9.48E-06	chr20	18288283	18316996	ENSG00000125846	protein_coding	ZNF133	ENSG00000125846	protein_coding
EMC3	2443.455103	0.165587879	0.03454771	4.793020469	1.64E-06	9.51E-06	chr3	9962537	10011116	ENSG00000125037	protein_coding	EMC3	ENSG00000125037	protein_coding
LSM8	1580.934516	-0.23315373	0.048676323	-4.789879677	1.67E-06	9.66E-06	chr7	118184032	118192824	ENSG00000128534	protein_coding	LSM8	ENSG00000128534	protein_coding
SCAP	4415.993954	0.250912437	0.052398808	4.788514237	1.68E-06	9.72E-06	chr3	47413694	47477126	ENSG00000114650	protein_coding	SCAP	ENSG00000114650	protein_coding
TMEM223	645.4521558	0.362860752	0.075811791	4.78633664	1.70E-06	9.82E-06	chr11	62771629	62792021	ENSG00000168569	protein_coding	TMEM223	ENSG00000168569	protein_coding
MAMLD1	355.6925451	0.456388159	0.095362532	4.785822605	1.70E-06	9.84E-06	chrX	150361422	150514178	ENSG00000013619	protein_coding	MAMLD1	ENSG00000013619	protein_coding
CENPM	881.2858501	0.267299438	0.055855748	4.78553142	1.71E-06	9.85E-06	chr22	41938721	41947164	ENSG00000100162	protein_coding	CENPM	ENSG00000100162	protein_coding
TNPO1	14633.67036	-0.150687849	0.031490632	-4.785164335	1.71E-06	9.86E-06	chr5	72816312	72916733	ENSG00000083312	protein_coding	TNPO1	ENSG00000083312	protein_coding
ZBTB4	1109.815823	0.237296446	0.049591597	4.785013217	1.71E-06	9.87E-06	chr17	7459366	7484263	ENSG00000174282	protein_coding	ZBTB4	ENSG00000174282	protein_coding
GNAS	27614.69617	0.141352821	0.029541749	4.784849343	1.71E-06	9.87E-06	chr20	58839718	58911192	ENSG00000087460	protein_coding	GNAS	ENSG00000087460	protein_coding
SNX4	2090.127018	-0.225066373	0.047073885	-4.781130193	1.74E-06	1.01E-05	chr3	125446644	125520197	ENSG00000114520	protein_coding	SNX4	ENSG00000114520	protein_coding
MED30	266.3757214	-0.480146655	0.100459219	-4.779518081	1.76E-06	1.01E-05	chr8	117520713	117540262	ENSG00000164758	protein_coding	MED30	ENSG00000164758	protein_coding
STRN	2703.61786	-0.193768915	0.040542772	-4.779370198	1.76E-06	1.01E-05	chr2	36843640	36966472	ENSG00000115808	protein_coding	STRN	ENSG00000115808	protein_coding
SNX22	270.4797296	-0.464995199	0.097307809	-4.778601059	1.77E-06	1.02E-05	chr15	64151715	64157481	ENSG00000157734	protein_coding	SNX22	ENSG00000157734	protein_coding
IP6K1	4148.446742	0.1830028	0.038297004	4.778514801	1.77E-06	1.02E-05	chr3	49724294	49786542	ENSG00000176095	protein_coding	IP6K1	ENSG00000176095	protein_coding
SEC61B	2467.891101	-0.175575846	0.036775576	-4.774251395	1.80E-06	1.04E-05	chr9	99222064	99230615	ENSG00000106803	protein_coding	SEC61B	ENSG00000106803	protein_coding
ELF2	2083.173523	0.207306699	0.043425542	4.773842563	1.81E-06	1.04E-05	chr4	139028112	139177218	ENSG00000109381	protein_coding	ELF2	ENSG00000109381	protein_coding
KPNA1	4512.65262	-0.117439644	0.024605367	-4.772927945	1.82E-06	1.04E-05	chr3	122421949	122514945	ENSG00000114030	protein_coding	KPNA1	ENSG00000114030	protein_coding
CHAF1A	4521.700166	0.124988479	0.026188495	4.77264846	1.82E-06	1.05E-05	chr19	4402662	4445018	ENSG00000167670	protein_coding	CHAF1A	ENSG00000167670	protein_coding
ADSL	6298.924857	-0.125199134	0.026244403	-4.77050803	1.84E-06	1.06E-05	chr22	40346500	40369367	ENSG00000239900	protein_coding	ADSL	ENSG00000239900	protein_coding
TAF10	1271.879134	0.273879206	0.057426153	4.769241716	1.85E-06	1.06E-05	chr11	6606296	6612667	ENSG00000166337	protein_coding	TAF10	ENSG00000166337	protein_coding
MAP3K3	1681.096158	-0.177865588	0.037298904	-4.768654568	1.85E-06	1.07E-05	chr17	63622415	63696303	ENSG00000198909	protein_coding	MAP3K3	ENSG00000198909	protein_coding
POP7	2154.323605	0.196540981	0.041221551	4.76791817	1.86E-06	1.07E-05	chr7	100706053	100707495	ENSG00000172336	protein_coding	POP7	ENSG00000172336	protein_coding
PEX12	241.9085388	-0.470099973	0.09860518	-4.76749772	1.87E-06	1.07E-05	chr17	35574795	35578863	ENSG00000108733	protein_coding	PEX12	ENSG00000108733	protein_coding
KBTBD6	3244.592501	0.170587579	0.035782195	4.767387237	1.87E-06	1.07E-05	chr13	41127569	41132746	ENSG00000165572	protein_coding	KBTBD6	ENSG00000165572	protein_coding
CDIP1	1491.457946	-0.193940075	0.040729355	-4.761678049	1.92E-06	1.10E-05	chr16	4510675	4538828	ENSG00000089486	protein_coding	CDIP1	ENSG00000089486	protein_coding
TUFM	10433.00746	0.096631751	0.020293745	4.761652007	1.92E-06	1.10E-05	chr16	28842411	28846408	ENSG00000178952	protein_coding	TUFM	ENSG00000178952	protein_coding
SEMA3F	261.0362991	-0.521268157	0.109496569	-4.760588978	1.93E-06	1.11E-05	chr3	50155045	50189075	ENSG00000001617	protein_coding	SEMA3F	ENSG00000001617	protein_coding
IVNS1ABP	4471.037168	0.130397963	0.027406734	4.757880512	1.96E-06	1.12E-05	chr1	185296388	185317329	ENSG00000116679	protein_coding	IVNS1ABP	ENSG00000116679	protein_coding
SLC17A5	1214.65401	0.243245196	0.051135876	4.756840338	1.97E-06	1.13E-05	chr6	73593379	73654155	ENSG00000119899	protein_coding	SLC17A5	ENSG00000119899	protein_coding
PPP3CC	297.1029759	-0.402112909	0.084588031	-4.753780245	2.00E-06	1.14E-05	chr8	22440819	22541142	ENSG00000120910	protein_coding	PPP3CC	ENSG00000120910	protein_coding
ZNF414	343.7583664	0.527877491	0.111053899	4.753344943	2.00E-06	1.14E-05	chr19	8509678	8514164	ENSG00000133250	protein_coding	ZNF414	ENSG00000133250	protein_coding
SNHG8	961.7787171	-0.301710946	0.063482714	-4.752647219	2.01E-06	1.15E-05	chr4	118278709	118279823	ENSG00000269893	lncRNA	SNHG8	ENSG00000269893	lincRNA
DGKZ	2792.93623	0.184622595	0.038851717	4.751980308	2.01E-06	1.15E-05	chr11	46332905	46380554	ENSG00000149091	protein_coding	DGKZ	ENSG00000149091	protein_coding
CDC34	2293.303045	0.170238037	0.035825559	4.751859878	2.02E-06	1.15E-05	chr19	531712	542092	ENSG00000099804	protein_coding	CDC34	ENSG00000099804	protein_coding
ARHGAP19	3924.495222	0.152885588	0.032177064	4.751384078	2.02E-06	1.15E-05	chr10	97222173	97292673	ENSG00000213390	protein_coding	ARHGAP19	ENSG00000213390	protein_coding
RANBP10	1243.971676	-0.231197301	0.048661889	-4.7510959	2.02E-06	1.16E-05	chr16	67723066	67806652	ENSG00000141084	protein_coding	RANBP10	ENSG00000141084	protein_coding
LINC01508	13.50936518	-1.99677645	0.421050498	-4.742368101	2.11E-06	1.21E-05	chr9	90300902	90433505	ENSG00000231107	lncRNA	LINC01508	ENSG00000231107	lincRNA
MTMR9	803.8503143	-0.270701212	0.057084067	-4.742150092	2.11E-06	1.21E-05	chr8	11284416	11328146	ENSG00000104643	protein_coding	MTMR9	ENSG00000104643	protein_coding
CRKL	8703.48916	0.112386468	0.023701534	4.741738205	2.12E-06	1.21E-05	chr22	20917426	20953749	ENSG00000099942	protein_coding	CRKL	ENSG00000099942	protein_coding
TMEM11	959.6359505	-0.262427492	0.055357117	-4.740627851	2.13E-06	1.21E-05	chr17	21197280	21214624	ENSG00000178307	protein_coding	TMEM11	ENSG00000178307	protein_coding
HIPK3	1906.555377	-0.178411722	0.03763585	-4.740472802	2.13E-06	1.22E-05	chr11	33256672	33357023	ENSG00000110422	protein_coding	HIPK3	ENSG00000110422	protein_coding
ZNF282	2753.551225	-0.191774957	0.040461382	-4.739703599	2.14E-06	1.22E-05	chr7	149195485	149226248	ENSG00000170265	protein_coding	ZNF282	ENSG00000170265	protein_coding
SLC22A23	1229.708222	-0.204868803	0.043229819	-4.739062201	2.15E-06	1.22E-05	chr6	3268962	3457022	ENSG00000137266	protein_coding	SLC22A23	ENSG00000137266	protein_coding
PURB	2023.264349	-0.181947989	0.038396693	-4.738636915	2.15E-06	1.23E-05	chr7	44876293	44885361	ENSG00000146676	protein_coding	PURB	ENSG00000146676	protein_coding
SLC39A10	4042.096984	-0.143508557	0.030292756	-4.737388568	2.16E-06	1.23E-05	chr2	195575977	195737702	ENSG00000196950	protein_coding	SLC39A10	ENSG00000196950	protein_coding
PEX7	328.0081668	-0.436710652	0.092192004	-4.736968865	2.17E-06	1.23E-05	chr6	136822564	136913937	ENSG00000112357	protein_coding	PEX7	ENSG00000112357	protein_coding
PLCB3	1427.190079	0.244733623	0.051670281	4.736448464	2.17E-06	1.24E-05	chr11	64251523	64269150	ENSG00000149782	protein_coding	PLCB3	ENSG00000149782	protein_coding
HYOU1	9387.345517	0.103286675	0.021808457	4.736083544	2.18E-06	1.24E-05	chr11	119044189	119057202	ENSG00000149428	protein_coding	HYOU1	ENSG00000149428	protein_coding
VAMP4	669.1215725	-0.332849419	0.070305875	-4.73430451	2.20E-06	1.25E-05	chr1	171700160	171742247	ENSG00000117533	protein_coding	VAMP4	ENSG00000117533	protein_coding
SLC38A7	1072.356648	0.250161765	0.052850489	4.733386044	2.21E-06	1.26E-05	chr16	58665109	58685104	ENSG00000103042	protein_coding	SLC38A7	ENSG00000103042	protein_coding
GGA2	5187.180988	-0.132516441	0.027999284	-4.732851053	2.21E-06	1.26E-05	chr16	23463542	23521995	ENSG00000103365	protein_coding	GGA2	ENSG00000103365	protein_coding
PIP5K1A	6860.906745	-0.118857199	0.025113569	-4.732788085	2.21E-06	1.26E-05	chr1	151197949	151249536	ENSG00000143398	protein_coding	PIP5K1A	ENSG00000143398	protein_coding
COA1	2774.912385	0.142161301	0.030043858	4.731792422	2.23E-06	1.26E-05	chr7	43608456	43729717	ENSG00000106603	protein_coding	COA1	ENSG00000106603	protein_coding
MICAL3	2486.073157	-0.234428045	0.049544144	-4.731700401	2.23E-06	1.26E-05	chr22	17787649	18024559	ENSG00000243156	protein_coding	MICAL3	ENSG00000243156	protein_coding
NUDC	6251.342741	-0.105018274	0.022198686	-4.730832855	2.24E-06	1.27E-05	chr1	26900238	26946862	ENSG00000090273	protein_coding	NUDC	ENSG00000090273	protein_coding
PLA2G12A	3108.262346	-0.184489523	0.039000327	-4.730460988	2.24E-06	1.27E-05	chr4	109709989	109730077	ENSG00000123739	protein_coding	PLA2G12A	ENSG00000123739	protein_coding
SCLY	1641.522966	0.188589129	0.039866897	4.730469269	2.24E-06	1.27E-05	chr2	238060889	238099413	ENSG00000132330	protein_coding	SCLY	ENSG00000132330	protein_coding
PDPR	3196.830472	0.236866276	0.050098957	4.727968242	2.27E-06	1.29E-05	chr16	70113626	70162537	ENSG00000090857	protein_coding	PDPR	ENSG00000090857	protein_coding
GPSM1	633.7201217	-0.388093278	0.082095736	-4.727325652	2.27E-06	1.29E-05	chr9	136327476	136359605	ENSG00000160360	protein_coding	GPSM1	ENSG00000160360	protein_coding
SNAPC3	1545.806157	-0.216486608	0.045811618	-4.725583101	2.29E-06	1.30E-05	chr9	15422704	15465953	ENSG00000164975	protein_coding	SNAPC3	ENSG00000164975	protein_coding
SNRK	1272.303007	-0.210752549	0.044601026	-4.725284772	2.30E-06	1.30E-05	chr3	43286512	43424764	ENSG00000163788	protein_coding	SNRK	ENSG00000163788	protein_coding
TP53I13	294.798338	-0.477293336	0.1010276	-4.724385581	2.31E-06	1.31E-05	chr17	29566052	29573157	ENSG00000167543	protein_coding	TP53I13	ENSG00000167543	protein_coding
LRRC1	626.5241032	-0.320971199	0.067966231	-4.722509898	2.33E-06	1.32E-05	chr6	53794497	53924121	ENSG00000137269	protein_coding	LRRC1	ENSG00000137269	protein_coding
TMEM123	7848.391196	-0.176280463	0.037329033	-4.722342004	2.33E-06	1.32E-05	chr11	102396332	102470384	ENSG00000152558	protein_coding	TMEM123	ENSG00000152558	protein_coding
TRAM1L1	101.2625899	-0.715871879	0.151592869	-4.722332161	2.33E-06	1.32E-05	chr4	117083554	117085576	ENSG00000174599	protein_coding	TRAM1L1	ENSG00000174599	protein_coding
C11orf24	1104.483747	-0.243397056	0.051546057	-4.721933524	2.34E-06	1.32E-05	chr11	68261335	68272001	ENSG00000171067	protein_coding	C11orf24	ENSG00000171067	protein_coding
ZNF326	4035.45837	-0.154289511	0.03267733	-4.72160699	2.34E-06	1.32E-05	chr1	89995112	90035531	ENSG00000162664	protein_coding	ZNF326	ENSG00000162664	protein_coding
CBX6	6630.321792	-0.196186347	0.041554006	-4.72123783	2.34E-06	1.32E-05	chr22	38861450	38872314	ENSG00000183741	protein_coding	CBX6	ENSG00000183741	protein_coding
PSMA6	3948.485575	-0.169569213	0.035917896	-4.721023066	2.35E-06	1.33E-05	chr14	35278633	35317493	ENSG00000100902	protein_coding	PSMA6	ENSG00000100902	protein_coding
TMEM131	2680.507058	-0.187613658	0.039759232	-4.718744505	2.37E-06	1.34E-05	chr2	97756333	97995891	ENSG00000075568	protein_coding	TMEM131	ENSG00000075568	protein_coding
FBXO30	1811.03528	-0.186366371	0.039495458	-4.718678541	2.37E-06	1.34E-05	chr6	145793502	145814753	ENSG00000118496	protein_coding	FBXO30	ENSG00000118496	protein_coding
PGP	1564.830791	0.326346874	0.069183594	4.717113641	2.39E-06	1.35E-05	chr16	2211997	2214807	ENSG00000184207	protein_coding	PGP	ENSG00000184207	protein_coding
PPIL1	3708.19	-0.130353864	0.027642085	-4.715775452	2.41E-06	1.36E-05	chr6	36854827	36875024	ENSG00000137168	protein_coding	PPIL1	ENSG00000137168	protein_coding
KCNIP3	63.93712282	-0.936765433	0.198678378	-4.714984309	2.42E-06	1.36E-05	chr2	95297304	95386083	ENSG00000115041	protein_coding	KCNIP3	ENSG00000115041	protein_coding
LPAR3	877.8533567	0.256857587	0.054487465	4.714067515	2.43E-06	1.37E-05	chr1	84811602	84893213	ENSG00000171517	protein_coding	LPAR3	ENSG00000171517	protein_coding
PPP2CA	6525.905206	-0.117442409	0.024913503	-4.714006338	2.43E-06	1.37E-05	chr5	134194334	134226142	ENSG00000113575	protein_coding	PPP2CA	ENSG00000113575	protein_coding
JRK	2404.3013	0.220694893	0.046836777	4.712000028	2.45E-06	1.38E-05	chr8	142657460	142681968	ENSG00000234616	protein_coding	JRK	ENSG00000234616	protein_coding
MTMR4	4029.284041	0.126869401	0.026930606	4.710974668	2.47E-06	1.39E-05	chr17	58489529	58517905	ENSG00000108389	protein_coding	MTMR4	ENSG00000108389	protein_coding
TCEANC	137.4903296	-0.666947398	0.141593197	-4.710306787	2.47E-06	1.39E-05	chrX	13653189	13681964	ENSG00000176896	protein_coding	TCEANC	ENSG00000176896	protein_coding
CHEK1	3250.251804	0.162989295	0.034632057	4.7063128	2.52E-06	1.42E-05	chr11	125625136	125676255	ENSG00000149554	protein_coding	CHEK1	ENSG00000149554	protein_coding
ARL6IP4	2608.674218	0.186237062	0.039591403	4.703977318	2.55E-06	1.43E-05	chr12	122980060	122982913	ENSG00000182196	protein_coding	ARL6IP4	ENSG00000182196	protein_coding
JMJD6	1725.326238	0.171354728	0.036464364	4.699238101	2.61E-06	1.47E-05	chr17	76712832	76726799	ENSG00000070495	protein_coding	JMJD6	ENSG00000070495	protein_coding
CCDC57	638.9829635	0.294180087	0.062612672	4.698411347	2.62E-06	1.47E-05	chr17	82101460	82212830	ENSG00000176155	protein_coding	CCDC57	ENSG00000176155	protein_coding
ARHGAP10	660.9130562	0.287066863	0.061100462	4.698276448	2.62E-06	1.47E-05	chr4	147732063	148072780	ENSG00000071205	protein_coding	ARHGAP10	ENSG00000071205	protein_coding
