Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chr	start	stop	gene_id.107	gene_type.107	gene_name.84	gene_id.84	gene_type.84
SRRM2	27971.75077	-0.160688509	0.028146774	-5.708949408	1.14E-08	7.36E-08	chr16	2752329	2772538	ENSG00000167978	protein_coding	SRRM2	ENSG00000167978	protein_coding
SOS1	887.7776185	-0.437261487	0.076684758	-5.702065127	1.18E-08	7.65E-08	chr2	38981396	39124345	ENSG00000115904	protein_coding	SOS1	ENSG00000115904	protein_coding
ATP5F1A	25109.84572	0.180223043	0.031617368	5.700127895	1.20E-08	7.73E-08	chr18	46080248	46104334	ENSG00000152234	protein_coding	ATP5A1	ENSG00000152234	protein_coding
EIF3M	9460.15039	0.216241331	0.037937845	5.699884356	1.20E-08	7.74E-08	chr11	32583798	32606262	ENSG00000149100	protein_coding	EIF3M	ENSG00000149100	protein_coding
SEC22B	4832.074988	0.241469529	0.04241416	5.693134741	1.25E-08	8.05E-08	chr1	120150898	120176515	ENSG00000265808	protein_coding	SEC22B	ENSG00000265808	protein_coding
SHOC2	1861.767531	-0.302355033	0.053142936	-5.689467944	1.27E-08	8.22E-08	chr10	110919547	111013667	ENSG00000108061	protein_coding	SHOC2	ENSG00000108061	protein_coding
MREG	376.0713474	-0.67502893	0.118653701	-5.689067639	1.28E-08	8.23E-08	chr2	215942805	216034096	ENSG00000118242	protein_coding	MREG	ENSG00000118242	protein_coding
MRPL47	3750.947444	0.23463527	0.04126376	5.686230893	1.30E-08	8.36E-08	chr3	179588285	179604654	ENSG00000136522	protein_coding	MRPL47	ENSG00000136522	protein_coding
MSX1	173.4602741	-0.921521888	0.16207198	-5.685880374	1.30E-08	8.38E-08	chr4	4859666	4863936	ENSG00000163132	protein_coding	MSX1	ENSG00000163132	protein_coding
RPS11	24586.36565	0.176077857	0.030979175	5.683749076	1.32E-08	8.48E-08	chr19	49496365	49499689	ENSG00000142534	protein_coding	RPS11	ENSG00000142534	protein_coding
RBM26	1659.525754	-0.325898468	0.057352042	-5.682421325	1.33E-08	8.54E-08	chr13	79311824	79406477	ENSG00000139746	protein_coding	RBM26	ENSG00000139746	protein_coding
NAALADL2	870.4025121	-0.422248749	0.074368061	-5.677823861	1.36E-08	8.76E-08	chr3	174438573	175810552	ENSG00000177694	protein_coding	NAALADL2	ENSG00000177694	protein_coding
MAPK12	1286.168764	-0.432267653	0.076147434	-5.676719889	1.37E-08	8.81E-08	chr22	50245450	50261825	ENSG00000188130	protein_coding	MAPK12	ENSG00000188130	protein_coding
NFIC	12161.041	-0.225843616	0.039789941	-5.675897288	1.38E-08	8.85E-08	chr19	3359563	3469217	ENSG00000141905	protein_coding	NFIC	ENSG00000141905	protein_coding
GMEB1	1005.921775	-0.43626835	0.076874312	-5.675086236	1.39E-08	8.89E-08	chr1	28668732	28719353	ENSG00000162419	protein_coding	GMEB1	ENSG00000162419	protein_coding
HGH1	1572.545089	-0.322466949	0.056828237	-5.674414048	1.39E-08	8.91E-08	chr8	144137769	144140843	ENSG00000235173	protein_coding	HGH1	ENSG00000235173	protein_coding
RNF144A	567.4253182	-0.493738866	0.087011147	-5.67443232	1.39E-08	8.91E-08	chr2	6917392	7068286	ENSG00000151692	protein_coding	RNF144A	ENSG00000151692	protein_coding
PPHLN1	3041.444932	0.240913316	0.042457192	5.674264024	1.39E-08	8.92E-08	chr12	42238447	42459715	ENSG00000134283	protein_coding	PPHLN1	ENSG00000134283	protein_coding
CFLAR	2883.268417	-0.239023943	0.042130824	-5.673374521	1.40E-08	8.96E-08	chr2	201116104	201176687	ENSG00000003402	protein_coding	CFLAR	ENSG00000003402	protein_coding
ZNF761	1682.738035	-0.310611457	0.05479069	-5.669055415	1.44E-08	9.17E-08	chr19	53431993	53458261	ENSG00000160336	protein_coding	ZNF761	ENSG00000160336	protein_coding
RRP1	1732.376459	0.304961215	0.053796512	5.668791629	1.44E-08	9.18E-08	chr21	43789513	43805293	ENSG00000160214	protein_coding	RRP1	ENSG00000160214	protein_coding
STXBP5L	7052.714007	-0.237726893	0.041946303	-5.667409955	1.45E-08	9.25E-08	chr3	120908072	121424761	ENSG00000145087	protein_coding	STXBP5L	ENSG00000145087	protein_coding
CHD1L	1831.831619	-0.295502705	0.05214791	-5.666626036	1.46E-08	9.29E-08	chr1	147242641	147295766	ENSG00000131778	protein_coding	CHD1L	ENSG00000131778	protein_coding
TRPM2	2468.810472	0.276111238	0.048726901	5.666505247	1.46E-08	9.30E-08	chr21	44350163	44443081	ENSG00000142185	protein_coding	TRPM2	ENSG00000142185	protein_coding
CCDC85C	7239.433379	0.211359865	0.037315549	5.664123087	1.48E-08	9.42E-08	chr14	99500180	99604026	ENSG00000205476	protein_coding	CCDC85C	ENSG00000205476	protein_coding
MTIF3	2871.133488	0.256199535	0.045243838	5.662639335	1.49E-08	9.50E-08	chr13	27435643	27450591	ENSG00000122033	protein_coding	MTIF3	ENSG00000122033	protein_coding
RETREG2	2115.479115	0.282637393	0.049915594	5.662306474	1.49E-08	9.52E-08	chr2	219176225	219185479	ENSG00000144567	protein_coding	FAM134A	ENSG00000144567	protein_coding
SERINC5	11655.37893	-0.163004545	0.028788637	-5.66211406	1.50E-08	9.53E-08	chr5	80111651	80256079	ENSG00000164300	protein_coding	SERINC5	ENSG00000164300	protein_coding
STOML1	380.1692819	-0.613167232	0.108302229	-5.661630767	1.50E-08	9.55E-08	chr15	73978923	73994622	ENSG00000067221	protein_coding	STOML1	ENSG00000067221	protein_coding
PDE7A	1539.655786	-0.312647507	0.055224497	-5.661391705	1.50E-08	9.56E-08	chr8	65717510	65842322	ENSG00000205268	protein_coding	PDE7A	ENSG00000205268	protein_coding
MLEC	16435.03445	-0.179201674	0.03166427	-5.659428557	1.52E-08	9.67E-08	chr12	120686869	120701864	ENSG00000110917	protein_coding	MLEC	ENSG00000110917	protein_coding
THBS1	13163.30168	-0.181580222	0.032097955	-5.65706517	1.54E-08	9.80E-08	chr15	39581079	39599466	ENSG00000137801	protein_coding	THBS1	ENSG00000137801	protein_coding
PCGF3-AS1	241.0970221	-0.791879176	0.140034902	-5.654870086	1.56E-08	9.92E-08	chr4	762387	781849	ENSG00000249592	lncRNA	RP11-440L14.1	ENSG00000249592	antisense
SRSF10	4747.688688	-0.206565168	0.036539573	-5.653190529	1.57E-08	1.00E-07	chr1	23964804	23980927	ENSG00000188529	protein_coding	SRSF10	ENSG00000188529	protein_coding
CEP72	290.6759597	-0.702777076	0.12434924	-5.651639511	1.59E-08	1.01E-07	chr5	612272	667168	ENSG00000112877	protein_coding	CEP72	ENSG00000112877	protein_coding
MDM2	9730.091808	0.228249704	0.040400954	5.649611674	1.61E-08	1.02E-07	chr12	68808172	68850686	ENSG00000135679	protein_coding	MDM2	ENSG00000135679	protein_coding
OTUD4	2226.244444	-0.319773541	0.056639289	-5.645790139	1.64E-08	1.04E-07	chr4	145110838	145180161	ENSG00000164164	protein_coding	OTUD4	ENSG00000164164	protein_coding
SDCBP	5661.300561	0.205902847	0.036474555	5.6451092	1.65E-08	1.05E-07	chr8	58552924	58582860	ENSG00000137575	protein_coding	SDCBP	ENSG00000137575	protein_coding
LDLRAP1	812.8862163	-0.421632518	0.074788343	-5.637676973	1.72E-08	1.09E-07	chr1	25543580	25568886	ENSG00000157978	protein_coding	LDLRAP1	ENSG00000157978	protein_coding
CCDC78	1094.522133	0.355073466	0.063035797	5.63288615	1.77E-08	1.12E-07	chr16	722582	726954	ENSG00000162004	protein_coding	CCDC78	ENSG00000162004	protein_coding
DIP2A	2175.39924	0.275848792	0.048972874	5.632685373	1.77E-08	1.12E-07	chr21	46458899	46569852	ENSG00000160305	protein_coding	DIP2A	ENSG00000160305	protein_coding
CENPH	1555.124721	-0.327948115	0.058272982	-5.627790162	1.83E-08	1.15E-07	chr5	69189548	69210357	ENSG00000153044	protein_coding	CENPH	ENSG00000153044	protein_coding
ZHX3	2287.015748	-0.268308181	0.047676033	-5.627737145	1.83E-08	1.15E-07	chr20	41178448	41317672	ENSG00000174306	protein_coding	ZHX3	ENSG00000174306	protein_coding
TXNDC15	1740.927287	-0.295133826	0.052453027	-5.626630988	1.84E-08	1.16E-07	chr5	134873803	134901525	ENSG00000113621	protein_coding	TXNDC15	ENSG00000113621	protein_coding
MNX1-AS1	314.687868	-0.675588589	0.120107967	-5.624844078	1.86E-08	1.17E-07	chr7	157010805	157016426	ENSG00000243479	lncRNA	MNX1-AS1	ENSG00000243479	lincRNA
FBXO21	1479.502733	-0.316340904	0.05626534	-5.622305074	1.88E-08	1.19E-07	chr12	117141988	117190531	ENSG00000135108	protein_coding	FBXO21	ENSG00000135108	protein_coding
KIF2A	2142.073551	-0.276862039	0.049255618	-5.620923065	1.90E-08	1.20E-07	chr5	62306162	62537249	ENSG00000068796	protein_coding	KIF2A	ENSG00000068796	protein_coding
RXRA	2068.821558	-0.286851384	0.051061591	-5.617752537	1.93E-08	1.22E-07	chr9	134317098	134440585	ENSG00000186350	protein_coding	RXRA	ENSG00000186350	protein_coding
C5orf38	119.1889842	-1.132132771	0.2016228	-5.615102908	1.96E-08	1.24E-07	chr5	2752131	2755397	ENSG00000186493	lncRNA	C5orf38	ENSG00000186493	protein_coding
ACBD6	903.5044958	-0.405814919	0.072284555	-5.614130443	1.98E-08	1.24E-07	chr1	180269653	180502954	ENSG00000230124	protein_coding	ACBD6	ENSG00000230124	protein_coding
ZSWIM6	509.9368379	0.515973826	0.091906048	5.61414444	1.98E-08	1.24E-07	chr5	61332273	61546170	ENSG00000130449	protein_coding	ZSWIM6	ENSG00000130449	protein_coding
RNF19B	440.2272916	-0.556296193	0.099105492	-5.613172194	1.99E-08	1.25E-07	chr1	32936445	32964685	ENSG00000116514	protein_coding	RNF19B	ENSG00000116514	protein_coding
TMEM107	425.1657051	-0.587032931	0.104602371	-5.612042291	2.00E-08	1.26E-07	chr17	8173237	8176399	ENSG00000179029	protein_coding	TMEM107	ENSG00000179029	protein_coding
KLHL21	3539.355873	0.226361786	0.040342874	5.610948495	2.01E-08	1.27E-07	chr1	6590724	6614607	ENSG00000162413	protein_coding	KLHL21	ENSG00000162413	protein_coding
NEMP2	312.9899279	-0.659877482	0.11762261	-5.61012447	2.02E-08	1.27E-07	chr2	190504342	190534722	ENSG00000189362	protein_coding	NEMP2	ENSG00000189362	protein_coding
AUNIP	210.5240876	-0.784182767	0.139861157	-5.606866001	2.06E-08	1.29E-07	chr1	25831913	25859458	ENSG00000127423	protein_coding	AUNIP	ENSG00000127423	protein_coding
REEP4	2314.423064	-0.280469026	0.050051322	-5.603628675	2.10E-08	1.32E-07	chr8	22138020	22141951	ENSG00000168476	protein_coding	REEP4	ENSG00000168476	protein_coding
PPP1R3F	225.3926706	-0.785761327	0.14029897	-5.600620798	2.14E-08	1.34E-07	chrX	49269843	49301461	ENSG00000049769	protein_coding	PPP1R3F	ENSG00000049769	protein_coding
MRPS35	5378.789769	0.192086358	0.034308576	5.598785448	2.16E-08	1.35E-07	chr12	27710773	27756295	ENSG00000061794	protein_coding	MRPS35	ENSG00000061794	protein_coding
TPGS2	1677.439772	-0.303008941	0.054156758	-5.595034736	2.21E-08	1.38E-07	chr18	36777647	36829216	ENSG00000134779	protein_coding	TPGS2	ENSG00000134779	protein_coding
ANKRD54	742.1072063	-0.423482187	0.075727033	-5.592219449	2.24E-08	1.40E-07	chr22	37830855	37849327	ENSG00000100124	protein_coding	ANKRD54	ENSG00000100124	protein_coding
GPC1	763.8739906	-0.437043969	0.078153114	-5.592150382	2.24E-08	1.40E-07	chr2	240435671	240468078	ENSG00000063660	protein_coding	GPC1	ENSG00000063660	protein_coding
ANKLE2	2595.551817	-0.251890251	0.045067034	-5.589235198	2.28E-08	1.43E-07	chr12	132725503	132761888	ENSG00000176915	protein_coding	ANKLE2	ENSG00000176915	protein_coding
LOXL1-AS1	117.7851675	-1.102140748	0.197198613	-5.588988342	2.28E-08	1.43E-07	chr15	73908071	73928248	ENSG00000261801	lncRNA	LOXL1-AS1	ENSG00000261801	antisense
SLC25A24	1147.514437	-0.368992567	0.066032533	-5.588041988	2.30E-08	1.44E-07	chr1	108134036	108200849	ENSG00000085491	protein_coding	SLC25A24	ENSG00000085491	protein_coding
UBE2K	6255.275259	0.22655836	0.040574717	5.583732394	2.35E-08	1.47E-07	chr4	39698044	39782792	ENSG00000078140	protein_coding	UBE2K	ENSG00000078140	protein_coding
RAB3D	6738.760879	0.200835038	0.035974406	5.582720132	2.37E-08	1.48E-07	chr19	11322046	11346270	ENSG00000105514	protein_coding	RAB3D	ENSG00000105514	protein_coding
PDHB	3316.223539	0.239069443	0.042835239	5.581139536	2.39E-08	1.49E-07	chr3	58427630	58433857	ENSG00000168291	protein_coding	PDHB	ENSG00000168291	protein_coding
GEMIN4	3222.855447	-0.272308031	0.048793267	-5.580852561	2.39E-08	1.49E-07	chr17	744414	753999	ENSG00000179409	protein_coding	GEMIN4	ENSG00000179409	protein_coding
FN3KRP	1335.630014	-0.346501535	0.062094797	-5.580202383	2.40E-08	1.50E-07	chr17	82716683	82730328	ENSG00000141560	protein_coding	FN3KRP	ENSG00000141560	protein_coding
ITPKB	1446.118137	-0.318025281	0.057005081	-5.578893561	2.42E-08	1.51E-07	chr1	226631690	226739323	ENSG00000143772	protein_coding	ITPKB	ENSG00000143772	protein_coding
ADD1	3909.040679	-0.225362927	0.040402647	-5.577924765	2.43E-08	1.52E-07	chr4	2843857	2930076	ENSG00000087274	protein_coding	ADD1	ENSG00000087274	protein_coding
GKAP1	141.3181482	-0.996744295	0.178728405	-5.576865607	2.45E-08	1.53E-07	chr9	83739421	83829516	ENSG00000165113	protein_coding	GKAP1	ENSG00000165113	protein_coding
ADCK1	558.6723507	0.483252772	0.086699114	5.573906698	2.49E-08	1.55E-07	chr14	77800083	77935012	ENSG00000063761	protein_coding	ADCK1	ENSG00000063761	protein_coding
PARVB	2294.730294	-0.264211595	0.047457708	-5.567306238	2.59E-08	1.61E-07	chr22	43999211	44172949	ENSG00000188677	protein_coding	PARVB	ENSG00000188677	protein_coding
FLOT1	5326.290176	-0.203667315	0.036588235	-5.566470118	2.60E-08	1.62E-07	chr6	30727709	30742733	ENSG00000137312	protein_coding	FLOT1	ENSG00000137312	protein_coding
GIPC1	4023.156229	0.229320043	0.041197402	5.566371415	2.60E-08	1.62E-07	chr19	14477760	14496149	ENSG00000123159	protein_coding	GIPC1	ENSG00000123159	protein_coding
PXK	361.2963941	-0.618213876	0.111157951	-5.561580329	2.67E-08	1.66E-07	chr3	58332880	58426126	ENSG00000168297	protein_coding	PXK	ENSG00000168297	protein_coding
NT5M	174.6537953	-0.863596282	0.155328271	-5.559813905	2.70E-08	1.68E-07	chr17	17303335	17347663	ENSG00000205309	protein_coding	NT5M	ENSG00000205309	protein_coding
CDR2	911.88871	-0.403989118	0.072669488	-5.559267414	2.71E-08	1.68E-07	chr16	22345936	22437165	ENSG00000140743	protein_coding	CDR2	ENSG00000140743	protein_coding
CLDN3	1756.17858	-0.295129157	0.053095458	-5.558463344	2.72E-08	1.69E-07	chr7	73768997	73770270	ENSG00000165215	protein_coding	CLDN3	ENSG00000165215	protein_coding
FAM111B	3687.551195	-0.261808565	0.047115925	-5.556689491	2.75E-08	1.70E-07	chr11	59107185	59127410	ENSG00000189057	protein_coding	FAM111B	ENSG00000189057	protein_coding
ZNF25	227.5424004	-0.756135504	0.136082892	-5.556433236	2.75E-08	1.71E-07	chr10	37949572	37976633	ENSG00000175395	protein_coding	ZNF25	ENSG00000175395	protein_coding
COX18	1061.81461	-0.366555655	0.065994234	-5.554358783	2.79E-08	1.73E-07	chr4	73052362	73069755	ENSG00000163626	protein_coding	COX18	ENSG00000163626	protein_coding
ENOPH1	3383.514414	-0.270848228	0.04876948	-5.553641872	2.80E-08	1.73E-07	chr4	82430562	82461091	ENSG00000145293	protein_coding	ENOPH1	ENSG00000145293	protein_coding
TANC1	6918.297234	0.209105529	0.037659226	5.552571041	2.81E-08	1.74E-07	chr2	158968634	159232659	ENSG00000115183	protein_coding	TANC1	ENSG00000115183	protein_coding
MAP4K5	1126.998793	-0.394671723	0.071089768	-5.551737365	2.83E-08	1.75E-07	chr14	50418501	50561126	ENSG00000012983	protein_coding	MAP4K5	ENSG00000012983	protein_coding
HSPA12A	130.1336865	-0.99788636	0.17975382	-5.5514056	2.83E-08	1.75E-07	chr10	116671192	116742574	ENSG00000165868	protein_coding	HSPA12A	ENSG00000165868	protein_coding
RNF44	3469.386703	0.231708045	0.041742703	5.550863466	2.84E-08	1.76E-07	chr5	176526697	176538025	ENSG00000146083	protein_coding	RNF44	ENSG00000146083	protein_coding
NSMF	4031.763347	-0.217326574	0.039152597	-5.550757536	2.84E-08	1.76E-07	chr9	137447570	137459334	ENSG00000165802	protein_coding	NSMF	ENSG00000165802	protein_coding
DGCR8	2270.992456	-0.259017197	0.046670945	-5.549859699	2.86E-08	1.77E-07	chr22	20080232	20111877	ENSG00000128191	protein_coding	DGCR8	ENSG00000128191	protein_coding
DTYMK	1581.632301	-0.332822313	0.059975323	-5.549320864	2.87E-08	1.77E-07	chr2	241675742	241686991	ENSG00000168393	protein_coding	DTYMK	ENSG00000168393	protein_coding
ZBTB7B	5591.992853	0.228468871	0.041188324	5.546932996	2.91E-08	1.79E-07	chr1	155002630	155018522	ENSG00000160685	protein_coding	ZBTB7B	ENSG00000160685	protein_coding
TTC7B	1282.248674	-0.362735607	0.065396588	-5.54670534	2.91E-08	1.80E-07	chr14	90524564	90816479	ENSG00000165914	protein_coding	TTC7B	ENSG00000165914	protein_coding
PLPP6	2313.871399	0.276591866	0.049958553	5.53642667	3.09E-08	1.90E-07	chr9	4662315	4665258	ENSG00000205808	protein_coding	PLPP6	ENSG00000205808	protein_coding
CEP19	152.6726775	-0.963994726	0.174127985	-5.536127498	3.09E-08	1.90E-07	chr3	196706277	196712293	ENSG00000174007	protein_coding	CEP19	ENSG00000174007	protein_coding
ANGEL2	1947.065064	-0.323565129	0.058493968	-5.531598241	3.17E-08	1.95E-07	chr1	212992182	213015826	ENSG00000174606	protein_coding	ANGEL2	ENSG00000174606	protein_coding
DDRGK1	1757.045443	-0.288950917	0.052239275	-5.531296424	3.18E-08	1.95E-07	chr20	3190350	3204685	ENSG00000198171	protein_coding	DDRGK1	ENSG00000198171	protein_coding
GABRB3	3506.499809	-0.242466718	0.04383984	-5.530739174	3.19E-08	1.96E-07	chr15	26543546	26939539	ENSG00000166206	protein_coding	GABRB3	ENSG00000166206	protein_coding
ZBTB14	722.2288739	-0.423697927	0.076610485	-5.530547513	3.19E-08	1.96E-07	chr18	5289019	5297053	ENSG00000198081	protein_coding	ZBTB14	ENSG00000198081	protein_coding
MAPRE1	8077.388236	0.169725518	0.030717003	5.525458318	3.29E-08	2.02E-07	chr20	32819893	32850405	ENSG00000101367	protein_coding	MAPRE1	ENSG00000101367	protein_coding
ANAPC5	6615.629908	0.213935755	0.038723588	5.524688302	3.30E-08	2.02E-07	chr12	121308245	121399896	ENSG00000089053	protein_coding	ANAPC5	ENSG00000089053	protein_coding
GPAM	2324.046295	0.274605536	0.049724983	5.52248623	3.34E-08	2.05E-07	chr10	112149864	112215377	ENSG00000119927	protein_coding	GPAM	ENSG00000119927	protein_coding
GABPB1	1298.957016	-0.324483154	0.058784481	-5.519877838	3.39E-08	2.08E-07	chr15	50275392	50355408	ENSG00000104064	protein_coding	GABPB1	ENSG00000104064	protein_coding
MICALL1	1788.201844	-0.286663145	0.051940078	-5.519112734	3.41E-08	2.09E-07	chr22	37905657	37942822	ENSG00000100139	protein_coding	MICALL1	ENSG00000100139	protein_coding
UCK1	1106.856602	-0.365708143	0.066313024	-5.514876574	3.49E-08	2.14E-07	chr9	131523801	131531268	ENSG00000130717	protein_coding	UCK1	ENSG00000130717	protein_coding
IQCB1	1698.942207	-0.305931664	0.055514227	-5.510869614	3.57E-08	2.18E-07	chr3	121769763	121835079	ENSG00000173226	protein_coding	IQCB1	ENSG00000173226	protein_coding
TRNP1	184.2264141	-0.884943434	0.160588016	-5.510644291	3.58E-08	2.19E-07	chr1	26993707	27000898	ENSG00000253368	protein_coding	TRNP1	ENSG00000253368	protein_coding
CRK	4454.992099	0.200401898	0.03641573	5.503168485	3.73E-08	2.28E-07	chr17	1420689	1463162	ENSG00000167193	protein_coding	CRK	ENSG00000167193	protein_coding
TMPO-AS1	178.7681138	-0.874729133	0.159026177	-5.500535495	3.79E-08	2.31E-07	chr12	98512973	98516422	ENSG00000257167	lncRNA	TMPO-AS1	ENSG00000257167	antisense
LLGL1	1020.788558	-0.38218296	0.069483922	-5.500307846	3.79E-08	2.31E-07	chr17	18225587	18244875	ENSG00000131899	protein_coding	LLGL1	ENSG00000131899	protein_coding
RBM14	3046.84542	-0.252018056	0.045818681	-5.500334141	3.79E-08	2.31E-07	chr11	66616582	66627347	ENSG00000239306	protein_coding	RBM14	ENSG00000239306	protein_coding
YKT6	3839.564872	0.22910629	0.041666713	5.498544891	3.83E-08	2.33E-07	chr7	44200968	44214294	ENSG00000106636	protein_coding	YKT6	ENSG00000106636	protein_coding
ZNF350	310.2082017	0.644594251	0.117310448	5.494772735	3.91E-08	2.38E-07	chr19	51964343	51986856	ENSG00000256683	protein_coding	ZNF350	ENSG00000256683	protein_coding
SORD	39845.35864	0.137964853	0.025110391	5.494333183	3.92E-08	2.39E-07	chr15	45023104	45077185	ENSG00000140263	protein_coding	SORD	ENSG00000140263	protein_coding
FNTA	2341.080905	0.252680072	0.046003735	5.492599025	3.96E-08	2.41E-07	chr8	43034194	43085788	ENSG00000168522	protein_coding	FNTA	ENSG00000168522	protein_coding
CENPP	710.2243879	-0.953244603	0.173578274	-5.491727633	3.98E-08	2.42E-07	chr9	92325484	92620533	ENSG00000188312	protein_coding	CENPP	ENSG00000188312	protein_coding
PPP2CB	4071.505181	0.231304791	0.042127247	5.490622068	4.01E-08	2.43E-07	chr8	30774457	30814314	ENSG00000104695	protein_coding	PPP2CB	ENSG00000104695	protein_coding
TBC1D1	3273.386862	0.225099783	0.040997262	5.490605332	4.01E-08	2.43E-07	chr4	37891087	38139175	ENSG00000065882	protein_coding	TBC1D1	ENSG00000065882	protein_coding
SARS2	938.9028447	0.388637616	0.07080629	5.488744244	4.05E-08	2.46E-07	chr19	38915266	38930896	ENSG00000104835	protein_coding	SARS2	ENSG00000104835	protein_coding
MIR3936HG	71.72971821	-1.334852245	0.243425537	-5.483616308	4.17E-08	2.53E-07	chr5	132311285	132369916	ENSG00000233006	lncRNA	AC034220.3	ENSG00000233006	processed_transcript
SNF8	2632.76131	0.249386629	0.045485096	5.48282076	4.19E-08	2.54E-07	chr17	48929316	48945117	ENSG00000159210	protein_coding	SNF8	ENSG00000159210	protein_coding
SOX8	421.2876911	0.544266491	0.099268999	5.482743842	4.19E-08	2.54E-07	chr16	981808	986979	ENSG00000005513	protein_coding	SOX8	ENSG00000005513	protein_coding
DHX9	12894.01225	-0.164211969	0.029968831	-5.479425238	4.27E-08	2.58E-07	chr1	182839369	182887751	ENSG00000135829	protein_coding	DHX9	ENSG00000135829	protein_coding
TMEM38B	1236.249822	-0.342791546	0.062630506	-5.473236141	4.42E-08	2.67E-07	chr9	105694544	105776612	ENSG00000095209	protein_coding	TMEM38B	ENSG00000095209	protein_coding
EPB41L5	1443.110897	-0.31015899	0.05670846	-5.469360132	4.52E-08	2.73E-07	chr2	120013005	120179119	ENSG00000115109	protein_coding	EPB41L5	ENSG00000115109	protein_coding
SDAD1	2923.524	0.240905013	0.044048749	5.469054584	4.52E-08	2.74E-07	chr4	75940950	75990962	ENSG00000198301	protein_coding	SDAD1	ENSG00000198301	protein_coding
XPO1	11188.25071	-0.177950656	0.032542002	-5.468337605	4.54E-08	2.74E-07	chr2	61477849	61538626	ENSG00000082898	protein_coding	XPO1	ENSG00000082898	protein_coding
PLK3	195.8090419	-0.791748296	0.144796665	-5.468000926	4.55E-08	2.75E-07	chr1	44800225	44805990	ENSG00000173846	protein_coding	PLK3	ENSG00000173846	protein_coding
ZKSCAN1	6663.075566	0.184696486	0.033782328	5.467251512	4.57E-08	2.76E-07	chr7	100015572	100041689	ENSG00000106261	protein_coding	ZKSCAN1	ENSG00000106261	protein_coding
VARS1	12752.6922	0.17411017	0.031852081	5.466210131	4.60E-08	2.77E-07	chr6	31777518	31795953	ENSG00000204394	protein_coding	VARS	ENSG00000204394	protein_coding
VAV2	1890.185443	-0.285612962	0.052254578	-5.465797864	4.61E-08	2.78E-07	chr9	133761894	133992604	ENSG00000160293	protein_coding	VAV2	ENSG00000160293	protein_coding
EMC10	4639.169888	0.218435374	0.040007052	5.459921829	4.76E-08	2.87E-07	chr19	50476400	50490870	ENSG00000161671	protein_coding	EMC10	ENSG00000161671	protein_coding
CTNNA1	10671.119	-0.160115119	0.029359827	-5.453544322	4.94E-08	2.97E-07	chr5	138610967	138935034	ENSG00000044115	protein_coding	CTNNA1	ENSG00000044115	protein_coding
CAMSAP2	3050.849663	-0.244301368	0.044845287	-5.447648668	5.10E-08	3.06E-07	chr1	200739558	200860704	ENSG00000118200	protein_coding	CAMSAP2	ENSG00000118200	protein_coding
ZMYM2	6406.027346	0.192679981	0.035399664	5.442988943	5.24E-08	3.14E-07	chr13	19958670	20091829	ENSG00000121741	protein_coding	ZMYM2	ENSG00000121741	protein_coding
H3-3A	14858.5854	0.17401231	0.031975177	5.442106202	5.27E-08	3.15E-07	chr1	226061851	226072001	ENSG00000163041	protein_coding	H3F3A	ENSG00000163041	protein_coding
ATP2B1	3529.785633	0.216619109	0.039805234	5.441975557	5.27E-08	3.16E-07	chr12	89588049	89709300	ENSG00000070961	protein_coding	ATP2B1	ENSG00000070961	protein_coding
ABHD17C	874.9952569	-0.390494905	0.071789082	-5.439474825	5.34E-08	3.20E-07	chr15	80679684	80755621	ENSG00000136379	protein_coding	ABHD17C	ENSG00000136379	protein_coding
NFATC3	1921.22387	-0.273278866	0.050268187	-5.43641776	5.44E-08	3.25E-07	chr16	68084751	68229259	ENSG00000072736	protein_coding	NFATC3	ENSG00000072736	protein_coding
COPG1	11370.5551	0.156065417	0.028709125	5.43609099	5.45E-08	3.26E-07	chr3	129249606	129277773	ENSG00000181789	protein_coding	COPG1	ENSG00000181789	protein_coding
MIR29B2CHG	617.0244027	0.515927935	0.094913703	5.435758162	5.46E-08	3.26E-07	chr1	207801518	207869150	ENSG00000203709	lncRNA	C1orf132	ENSG00000203709	lincRNA
ZBTB33	2853.455698	0.261192974	0.048054206	5.435382135	5.47E-08	3.27E-07	chrX	120250752	120258398	ENSG00000177485	protein_coding	ZBTB33	ENSG00000177485	protein_coding
RAB5A	1850.193117	0.278273657	0.051201463	5.434877017	5.48E-08	3.27E-07	chr3	19947079	19985175	ENSG00000144566	protein_coding	RAB5A	ENSG00000144566	protein_coding
RFX7	1510.446176	-0.302743345	0.055707495	-5.434517329	5.49E-08	3.28E-07	chr15	56087280	56243266	ENSG00000181827	protein_coding	RFX7	ENSG00000181827	protein_coding
MPG	938.0278025	-0.374179	0.068874437	-5.432770356	5.55E-08	3.31E-07	chr16	77007	85853	ENSG00000103152	protein_coding	MPG	ENSG00000103152	protein_coding
SH3BP2	2474.686162	-0.262188714	0.048266397	-5.432117003	5.57E-08	3.32E-07	chr4	2793023	2841098	ENSG00000087266	protein_coding	SH3BP2	ENSG00000087266	protein_coding
ZNF695	270.7916041	-0.668445665	0.123307158	-5.420980211	5.93E-08	3.53E-07	chr1	246945547	247008093	ENSG00000197472	protein_coding	ZNF695	ENSG00000197472	protein_coding
CTBP2	9255.838997	0.165686509	0.030565472	5.420708423	5.94E-08	3.54E-07	chr10	124984317	125161170	ENSG00000175029	protein_coding	CTBP2	ENSG00000175029	protein_coding
